pair_id,query_id,query_text,article_id,article_title,article_text,kuhperdata_book,llm_verdict,llm_reasoning,expert_verdict,expert_notes
86,q1497,"Saya punya hutang ke teman yang sudah saya jamin dengan sertifikat rumah, tapi sekarang dia tidak mau bayar cicilan dan malah mengabaikan surat peringatan, apa yang harus saya lakukan agar hutang saya bisa dilunasi lewat lelang rumah itu?",392,Pasal 392,"Pasal 392: Bila dalam harta kekayaan anak belum dewasa terdapat sertifikat-sertifikat utang nasional, wali wajib memindahkannya ke dalam buku besar atas nama anak belum dewasa. Surat piutang atas beban Indonesia pun harus dipindahkannya atas nama anak belum dewasa. Dengan ancaman hukuman membayar biaya, kerugian dan bunga, wali pengawas harus berusaha agar peraturan ini dilaksanakan. Bagaimana Balai Harta Peninggalan menurut pasal ini dan pasal-pasal 371 dan 374 harus melaksanakan kewajiban untuk membayar ganti kerugian bagi semua anggota majelis bersamasama atau bagi setiap anggota khususnya, diatur oleh pemerintah dalam sebuah instruksi bagi semua Balai Harta Peninggalan.",Buku I (Orang),TIDAK_RELEVAN,"unsur: harta kekayaan anak belum dewasa, sertifikat utang nasional, kewajiban wali memindahkan ke buku besar, peran Balai Harta Peninggalan | fakta: kasus tentang utang pribadi dewasa dan jaminan hipotek rumah, tidak ada unsur anak belum dewasa atau wali | TIDAK_RELEVAN",,
87,q1155,"Saya beli tanah dari orang itu tahun 2008, bayar lunas, tapi dia kabur dan nggak mau tanda tangan akunya, sekarang gimana cara saya bikin surat jual beli resmi?",425,Pasal 425,"Pasal 425: Untuk kepentingan anak yang masih di bawah umur itu, pemerintah bebas untuk menambahkan pada surat pernyataan dewasa, dia tidak diperbolehkan, sampai dia mencapai umur dua puluh satu tahun penuh, untuk memindahtangankan atau membebani harta tak bergeraknya selain dengan persetujuan Pengadilan Negeri di tempat tinggalnya yang diberikan setelah mendengar atau memanggil secukupnya kedua orang tuanya, atau salah Seorang yang masih hidup dari mereka, atau bila keduanya sudah tidak ada, keluarga-keluarga sedarah atau semenda. Dalam hal penjualan, Pengadilan Negeri boleh juga menyetujui hal itu dilakukan di bawah tangan. Terhadap pemeriksaan kedua orang tua, alinea keempat Pasal 206 berlaku.",Buku I (Orang),TIDAK_RELEVAN,"unsur: anak di bawah umur, surat pernyataan dewasa, larangan memindahtangankan harta tetap tanpa izin pengadilan | fakta: tidak ada indikasi bahwa pembeli atau penjual adalah anak di bawah umur | TIDAK_RELEVAN",,
88,q1429,"Saya sudah dipisahkan suami saya lebih dari dua tahun karena dia pindah ke rumah orang tuanya dan tidak mau lagi hidup bersama, apakah ini sudah cukup alasan untuk mengakhiri perkawinan kami?",1970,Pasal 1970,"Pasal 1970: Tuntutan para advokat untuk pembayaran jasa mereka dan tuntutan para pengacara untuk pembayaran persekot dan upah mereka, hapus karena lewat waktu dengan lewatnya waktu dengan lewatnya waktu dua tahun, terhitung sejak hari diputusnya perkara, hari tercapainya perdamaian antara pihak-pihak yang berperkara, atau hari dicabutnya kuasa pengacara itu. Dalam hal perkara yang tidak selesai, tak dapatlah mereka menuntut pembayaran persekot dan jasa yang telah ditunggak lebih dari sepuluh tahun. Tuntutan para Notaris untuk pembayaran persekot dan upah mereka, lewat waktu juga dengan lewatnya waktu dua tahun, terhitung sejak hari dibuatnya akta yang bersangkutan.",Buku IV (Pembuktian),TIDAK_RELEVAN,"unsur: lewat waktu, jasa advokat/notaris, 2 tahun/10 tahun | fakta: kasus tentang perceraian, tidak membahas lewat waktu jasa hukum | TIDAK_RELEVAN",,
89,q1143,"Saya punya anak kecil yang belum bisa mengurus diri sendiri, istri saya baru saja meninggal, dan sekarang saya bingung bagaimana cara menjual rumah serta mobil milik kita berdua demi biaya hidup dan sekolah mereka tanpa melanggar aturan?",345,Pasal 345,"Pasal 345: Bila salah satu dari orang tua meninggal dunia, maka perwalian anak belum dewasa dipangku demi hukum oleh orang tua yang masih hidup, sejauh orang tua itu tidak dibebaskan atau dipecat dari kekuasaan orang tua.",Buku I (Orang),RELEVAN,"unsur: salah satu orang tua meninggal, perwalian/kekuasaan orang tua berpindah ke orang tua yang masih hidup | fakta: istri meninggal, ayah masih hidup; ini menjadi dasar hukum mengapa ayah memiliki kewenangan penuh atas anak dan harta anak | RELEVAN",,
90,q359,"Saya beli tanah dari seseorang tapi ternyata sertifikat atas nama orang lain, uang muka saya sudah dibayar, sekarang dia bilang tidak bisa jual, apa yang harus saya lakukan?",1471,Pasal 1471,"Pasal 1471: Jual beli atas barang orang lain adalah batal dan dapat memberikan dasar kepada pembeli untuk menuntut penggantian biaya, kerugian dan bunga, jika ia tidak mengetahui bahwa barang itu kepunyaan orang lain.",Buku III (Perikatan),RELEVAN,"unsur: jual beli barang milik orang lain, pembeli tidak mengetahui status kepemilikan, hak menuntut penggantian biaya/kerugian/bunga | fakta: kasus melibatkan jual beli tanah di mana sertifikat atas nama orang lain (barang milik orang lain) dan pembeli telah membayar uang muka (mengalami kerugian), sehingga unsur-unsur ini terpenuhi | RELEVAN",,
91,q644,"Saya bingung, kalau ada orang yang pakai nama saya buat jual beli tanah dan kasih hadiah tanah ke saudara tanpa lewat notaris, itu sah nggak ya?",30,Pasal 30,"Pasal 30: Perkawinan dilarang antara mereka yang satu sama lainnya mempunyai hubungan darah dalam garis ke atas maupun garis ke bawah, baik karena kelahiran yang sah maupun karena kelahiran yang tidak sah, atau karena perkawinan; dalam garis ke samping, antara kakak beradik laki perempuan, sah atau tidak sah.",Buku I (Orang),TIDAK_RELEVAN,unsur: larangan perkawinan sedarah | fakta: tidak ada unsur perkawinan dalam kasus | TIDAK_RELEVAN,,
92,q212,Kenapa saya tidak bisa mengulang sengketa jual beli yang sama dengan pihak yang sama padahal situasinya sudah beda?,1501,Pasal 1501,"Pasal 1501: Dalam hal adanya hukuman untuk menyerahkan sebagian barang yang dijual itu, bila jual beli tidak dibatalkan, pembeli harus diberi ganti rugi untuk bagian yang harus diserahkan, menurut harga taksiran sewaktu ia diharuskan menyerahkan sebagian dari barangnya itu, tetapi tidak menurut perimbangan dengan seluruh harga pembelian, entah barang yang dijual itu telah naik atau telah turun harganya.",Buku III (Perikatan),TIDAK_RELEVAN,"unsur: hukuman menyerahkan sebagian barang, ganti rugi pembeli | fakta: tidak ada fakta mengenai evikusi atau penyerahan sebagian barang | TIDAK_RELEVAN",,
93,q633,"Saya sudah pisah dari suami saya selama enam tahun karena beda agama dan tidak bisa rukun, tapi dia tidak mau hadir di pengadilan, apa yang harus saya lakukan?",364,Pasal 364,"Pasal 364: Ketetapan-ketetapan Pengadilan Negeri tentang perwalian tidak bisa dimintakan banding, kecuali jika ada ketentuan sebaliknya.",Buku I (Orang),TIDAK_RELEVAN,unsur: ketetapan perwalian tidak bisa dibanding | fakta: kasus tidak membahas perwalian | TIDAK_RELEVAN,,
94,q363,"Saya punya masalah, kenapa bank bisa langsung lelang rumah saya padahal saya sudah coba negosiasi dan minta keringanan waktu bayar karena pandemi?",518,Pasal 518,Pasal 518: Istilah 'rumah yang bermebel' atau ‘rumah beserta mebelnya' hanya meliputi perhiasan rumah.,Buku II (Benda),TIDAK_RELEVAN,"unsur: definisi 'rumah bermebel', perhiasan rumah | fakta: tidak relevan dengan konteks utang bank | TIDAK_RELEVAN",,
95,q187,"Saya bingung, kalau sertifikat tanah saya sudah lama terbit tapi ada sertifikat lain yang lebih baru dan klaim warisnya, mana yang benar dan bagaimana cara membuktikan hak saya tanpa harus lewat pengadilan dulu?",572,Pasal 572,"Pasal 572: Setiap hak milik harus dianggap bebas. Barangsiapa menyatakan mempunyai hak atas barang orang lain, harus membuktikan hak itu.",Buku II (Benda),RELEVAN,"unsur: hak milik dianggap bebas, beban pembuktian hak atas barang orang lain | fakta: kasus secara eksplisit menanyakan ""bagaimana cara membuktikan hak saya"" melawan klaim pihak lain. Pasal ini mengatur asas pembuktian hak milik (onus probandi) yang menjadi dasar hukum untuk menjawab pertanyaan pemohon | RELEVAN",,
96,q43,"Saya punya masalah, kenapa bank menolak mengembalikan sisa uang hasil lelang rumah saya yang sudah dijual, padahal mereka sudah menerima uang asuransi dan saya merasa hak saya sebagai ahli waris diabaikan?",813,Pasal 813,"Pasal 813: Hak pakai hasil atas sebuah perahu berakhir, bila perahu itu sedemikian rusak, sehingga tidak dapat diperbaiki lagi. Pemakai hasil tidak berhak atas sebuah bahan-bahan reruntuhan ataupun sisa-sisa perahu tersebut.",Buku II (Benda),TIDAK_RELEVAN,"unsur: hak pakai hasil atas perahu, kerusakan perahu | fakta: objek kasus adalah rumah, bukan perahu | TIDAK_RELEVAN",,
97,q923,"Saya pinjam uang 50 juta ke teman dengan janji bayar dalam 2 bulan plus bunga tinggi, tapi dia nggak lunas sesuai kesepakatan dan sekarang dia menolak bayar sisa uang, apa yang harus saya lakukan?",1212,Pasal 1212,"Pasal 1212: Pembeli yang ingin memanfaatkan hak istimewa tersebut dalam Pasal 1210, dalam waktu satu bulan setelah penunjukkan barang yang bersangkutan kepadanya, wajib berusaha agar diadakan pengaturan urutan tingkat o!eh Hakim, untuk pembagian harga pembelian, sesuai dengan peraturan-peraturan dalam ketentuan-ketentuan Reglemen Acara Perdata.",Buku II (Benda),TIDAK_RELEVAN,"unsur: pembeli, hak istimewa, pengaturan urutan tingkat oleh hakim | fakta: kasus tidak melibatkan jual beli atau hipotek | TIDAK_RELEVAN",,
98,q959,"Saya sudah lunasi hutang ke bank tapi dokumen penting saya malah hilang dan mereka tidak mau mengembalikan, apakah saya berhak minta ganti rugi?",1603r,Pasal 1603r,"Pasal 1603r: Jika salah satu pihak memutuskan hubungan kerja tanpa pernyataan pemutusan hubungan kerja atau tanpa mengindahkan ketentuan-ketentuan yang berlaku bagi pernyataan pemutusan hubungan kerja, sambil membayar ganti rugi kepada pihak lainnya menurut ketentuanketentuan alinea pertama pasal yang lalu, maka pihak lain tersebut, jika hal itu terjadi dalam keadaan yang sedemikian rupa sehingga kerugian yang diderita tidak dapat dianggap cukup diganti dengan ganti rugi yang diterima itu, berhak menuntut ganti rugi lagi di muka Pengadilan.",Buku III (Perikatan),TIDAK_RELEVAN,"unsur: hubungan kerja, pemutusan tanpa pernyataan/ketentuan berlaku, pembayaran ganti rugi awal | fakta: kasus tentang nasabah bank, bukan hubungan kerja (buruh-majikan) | TIDAK_RELEVAN",,
99,q453,"Saya punya anak yang belum cukup umur, bagaimana cara saya mewakili dia untuk mengurus pembagian tanah warisan dari suami saya yang sudah meninggal?",874,Pasal 874,"Pasal 874: Segala harta peninggalan seseorang yang meninggal dunia, adalah kepunyaan para ahli warisnya menurut undang-undang, sejauh mengenai hal itu dia belum mengadakan ketetapan yang sah.",Buku II (Benda),RELEVAN,unsur: harta peninggalan menjadi milik ahli waris menurut undang-undang | fakta: ini adalah prinsip dasar warisan yang menjadi landasan hak anak untuk menerima warisan | RELEVAN,,
100,q975,"Saya bingung, kalau suami istri udah nggak bisa rukun terus-menerus sampai ada perselingkuhan dan pisah rumah, apakah ikatan perkawinan itu bisa putus secara sah tanpa harus menunggu waktu tertentu lagi?",233,Pasal 233,"Pasal 233: Jika ada hal-hal yang dapat menjadi dasar untuk menuntut perceraian perkawinan, suami atau isteri berhak untuk menuntut pisah meja dan ranjang. Gugatan untuk itu dapat juga diajukan atas dasar perbuatan-perbuatan yang melampaui batas kewajaran, penganiayaan dan penghinaan kasar yang dilakukan oleh salah seorang dan suami isteri itu terhadap yang Iainnya.",Buku I (Orang),RELEVAN,"unsur: dasar tuntutan perceraian, hak menuntut pisah meja dan ranjang, perbuatan melampaui batas/penganiayaan | fakta: kasus menyebutkan ""perselingkuhan"" dan ""pisah rumah"". Perselingkuhan sering dikategorikan sebagai perbuatan yang melampaui batas kewajaran atau pengkhianatan. Pasal ini memberikan hak untuk menuntut pisah meja dan ranjang atas dasar tersebut. Ini relevan karena menghubungkan fakta ""perselingkuhan"" dengan konsekuensi hukum (pisah meja/ranjang atau perceraian). | RELEVAN",,
